Date,Year,Quarter,Method of entry,Nationality,Region,Sex,Age Group,Number of detections
2018-03-31,2018,1,Recorded detections in the UK,Poland,EU 8,Male,40 and over,1
2018-03-31,2018,1,Recorded detections in the UK,Somalia,Africa Sub-Saharan,Male,18 to 24,3
2018-03-31,2018,1,Recorded detections in the UK,South Africa,Africa Sub-Saharan,Female,25 to 39,1
2018-03-31,2018,1,Recorded detections in the UK,South Sudan,Africa Sub-Saharan,Male,18 to 24,1
2018-03-31,2018,1,Recorded detections in the UK,Spain,EU 14,Male,40 and over,1
2018-03-31,2018,1,Recorded detections in the UK,Sri Lanka,Asia South,Male,25 to 39,1
2018-03-31,2018,1,Recorded detections in the UK,Stateless,Other,Female,25 to 39,1
2018-03-31,2018,1,Recorded detections in the UK,Stateless,Other,Male,25 to 39,2
2018-03-31,2018,1,Recorded detections in the UK,Sudan,Africa North,Female,18 to 24,1
2018-03-31,2018,1,Recorded detections in the UK,Sudan,Africa North,Female,40 and over,1
2018-03-31,2018,1,Recorded detections in the UK,Sudan,Africa North,Male,17 and under,60
2018-03-31,2018,1,Recorded detections in the UK,Sudan,Africa North,Male,18 to 24,59
2018-03-31,2018,1,Recorded detections in the UK,Sudan,Africa North,Male,25 to 39,96
2018-03-31,2018,1,Recorded detections in the UK,Sudan,Africa North,Male,40 and over,4
2018-03-31,2018,1,Recorded detections in the UK,Syria,Middle East,Female,17 and under,1
2018-03-31,2018,1,Recorded detections in the UK,Syria,Middle East,Female,18 to 24,1
2018-03-31,2018,1,Recorded detections in the UK,Syria,Middle East,Female,25 to 39,2
2018-03-31,2018,1,Recorded detections in the UK,Syria,Middle East,Male,17 and under,5
2018-03-31,2018,1,Recorded detections in the UK,Syria,Middle East,Male,18 to 24,9
2018-03-31,2018,1,Recorded detections in the UK,Syria,Middle East,Male,25 to 39,4
2018-03-31,2018,1,Recorded detections in the UK,Syria,Middle East,Male,40 and over,2
2018-03-31,2018,1,Recorded detections in the UK,Turkey,Europe Other,Male,18 to 24,1
2018-03-31,2018,1,Recorded detections in the UK,Turkey,Europe Other,Male,25 to 39,2
2018-03-31,2018,1,Recorded detections in the UK,Uganda,Africa Sub-Saharan,Female,25 to 39,1
2018-03-31,2018,1,Recorded detections in the UK,Ukraine,Europe Other,Male,18 to 24,1
2018-03-31,2018,1,Recorded detections in the UK,Vietnam,Asia South East,Female,17 and under,5
2018-03-31,2018,1,Recorded detections in the UK,Vietnam,Asia South East,Female,40 and over,1
2018-03-31,2018,1,Recorded detections in the UK,Vietnam,Asia South East,Male,17 and under,11
2018-03-31,2018,1,Recorded detections in the UK,Vietnam,Asia South East,Male,18 to 24,11
2018-03-31,2018,1,Recorded detections in the UK,Vietnam,Asia South East,Male,25 to 39,7
2018-03-31,2018,1,Recorded detections in the UK,Vietnam,Asia South East,Male,40 and over,2
2018-03-31,2018,1,Recorded detections in the UK,Yemen,Middle East,Male,25 to 39,1
2018-03-31,2018,1,Small boat arrivals,Albania,Europe Other,Female,18 to 24,1
2018-03-31,2018,1,Small boat arrivals,Albania,Europe Other,Male,18 to 24,2
2018-03-31,2018,1,Small boat arrivals,Albania,Europe Other,Male,25 to 39,4
2018-06-30,2018,2,Inadequately documented air arrivals,Afghanistan,Asia Central,Female,17 and under,15
2018-06-30,2018,2,Inadequately documented air arrivals,Afghanistan,Asia Central,Female,18 to 24,7
2018-06-30,2018,2,Inadequately documented air arrivals,Afghanistan,Asia Central,Female,25 to 39,17
2018-06-30,2018,2,Inadequately documented air arrivals,Afghanistan,Asia Central,Female,40 and over,13
2018-06-30,2018,2,Inadequately documented air arrivals,Afghanistan,Asia Central,Male,17 and under,24
2018-06-30,2018,2,Inadequately documented air arrivals,Afghanistan,Asia Central,Male,18 to 24,2
2018-06-30,2018,2,Inadequately documented air arrivals,Afghanistan,Asia Central,Male,25 to 39,17
2018-06-30,2018,2,Inadequately documented air arrivals,Afghanistan,Asia Central,Male,40 and over,15
2018-06-30,2018,2,Inadequately documented air arrivals,Albania,Europe Other,Female,17 and under,3
2018-06-30,2018,2,Inadequately documented air arrivals,Albania,Europe Other,Female,18 to 24,12
2018-06-30,2018,2,Inadequately documented air arrivals,Albania,Europe Other,Female,25 to 39,7
2018-06-30,2018,2,Inadequately documented air arrivals,Albania,Europe Other,Male,17 and under,6
2018-06-30,2018,2,Inadequately documented air arrivals,Albania,Europe Other,Male,18 to 24,27
2018-06-30,2018,2,Inadequately documented air arrivals,Albania,Europe Other,Male,25 to 39,30
2018-06-30,2018,2,Inadequately documented air arrivals,Albania,Europe Other,Male,40 and over,4
2018-06-30,2018,2,Inadequately documented air arrivals,Algeria,Africa North,Male,17 and under,1
2018-06-30,2018,2,Inadequately documented air arrivals,Algeria,Africa North,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Algeria,Africa North,Male,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Angola,Africa Sub-Saharan,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Argentina,America Central and South,Female,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Bangladesh,Asia South,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Bosnia and Herzegovina,Europe Other,Male,17 and under,1
2018-06-30,2018,2,Inadequately documented air arrivals,Brazil,America Central and South,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,British overseas citizens,Other,Female,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,British overseas citizens,Other,Male,25 to 39,2
2018-06-30,2018,2,Inadequately documented air arrivals,Burundi,Africa Sub-Saharan,Male,17 and under,2
2018-06-30,2018,2,Inadequately documented air arrivals,Cameroon,Africa Sub-Saharan,Female,25 to 39,2
2018-06-30,2018,2,Inadequately documented air arrivals,Cameroon,Africa Sub-Saharan,Male,25 to 39,6
2018-06-30,2018,2,Inadequately documented air arrivals,Cameroon,Africa Sub-Saharan,Male,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Chad,Africa Sub-Saharan,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,China,Asia East,Female,18 to 24,7
2018-06-30,2018,2,Inadequately documented air arrivals,China,Asia East,Female,25 to 39,8
2018-06-30,2018,2,Inadequately documented air arrivals,China,Asia East,Female,40 and over,7
2018-06-30,2018,2,Inadequately documented air arrivals,China,Asia East,Male,17 and under,3
2018-06-30,2018,2,Inadequately documented air arrivals,China,Asia East,Male,18 to 24,24
2018-06-30,2018,2,Inadequately documented air arrivals,China,Asia East,Male,25 to 39,35
2018-06-30,2018,2,Inadequately documented air arrivals,China,Asia East,Male,40 and over,13
2018-06-30,2018,2,Inadequately documented air arrivals,China,Asia East,Unknown,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Congo (Democratic Republic),Africa Sub-Saharan,Female,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Congo (Democratic Republic),Africa Sub-Saharan,Female,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Congo (Democratic Republic),Africa Sub-Saharan,Male,25 to 39,2
2018-06-30,2018,2,Inadequately documented air arrivals,Congo (Democratic Republic),Africa Sub-Saharan,Male,40 and over,2
2018-06-30,2018,2,Inadequately documented air arrivals,Denmark,EU 14,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Dominican Republic,America Central and South,Male,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Egypt,Africa North,Male,18 to 24,2
2018-06-30,2018,2,Inadequately documented air arrivals,Egypt,Africa North,Male,25 to 39,3
2018-06-30,2018,2,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Female,17 and under,1
2018-06-30,2018,2,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Female,18 to 24,2
2018-06-30,2018,2,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Female,25 to 39,4
2018-06-30,2018,2,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Male,17 and under,3
2018-06-30,2018,2,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Male,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Male,25 to 39,10
2018-06-30,2018,2,Inadequately documented air arrivals,Eritrea,Africa Sub-Saharan,Male,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Ethiopia,Africa Sub-Saharan,Female,17 and under,1
2018-06-30,2018,2,Inadequately documented air arrivals,Ethiopia,Africa Sub-Saharan,Female,25 to 39,2
2018-06-30,2018,2,Inadequately documented air arrivals,France,EU 14,Male,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,"Gambia, The",Africa Sub-Saharan,Male,18 to 24,2
2018-06-30,2018,2,Inadequately documented air arrivals,Georgia,Europe Other,Male,25 to 39,2
2018-06-30,2018,2,Inadequately documented air arrivals,Georgia,Europe Other,Male,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Ghana,Africa Sub-Saharan,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Ghana,Africa Sub-Saharan,Male,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Ghana,Africa Sub-Saharan,Unknown,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Guinea-Bissau,Africa Sub-Saharan,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,India,Asia South,Female,17 and under,1
2018-06-30,2018,2,Inadequately documented air arrivals,India,Asia South,Female,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,India,Asia South,Male,17 and under,1
2018-06-30,2018,2,Inadequately documented air arrivals,India,Asia South,Male,18 to 24,8
2018-06-30,2018,2,Inadequately documented air arrivals,India,Asia South,Male,25 to 39,6
2018-06-30,2018,2,Inadequately documented air arrivals,India,Asia South,Male,40 and over,3
2018-06-30,2018,2,Inadequately documented air arrivals,India,Asia South,Unknown,18 to 24,2
2018-06-30,2018,2,Inadequately documented air arrivals,India,Asia South,Unknown,25 to 39,2
2018-06-30,2018,2,Inadequately documented air arrivals,Iran,Middle East,Female,17 and under,18
2018-06-30,2018,2,Inadequately documented air arrivals,Iran,Middle East,Female,18 to 24,13
2018-06-30,2018,2,Inadequately documented air arrivals,Iran,Middle East,Female,25 to 39,58
2018-06-30,2018,2,Inadequately documented air arrivals,Iran,Middle East,Female,40 and over,29
2018-06-30,2018,2,Inadequately documented air arrivals,Iran,Middle East,Male,17 and under,15
2018-06-30,2018,2,Inadequately documented air arrivals,Iran,Middle East,Male,18 to 24,21
2018-06-30,2018,2,Inadequately documented air arrivals,Iran,Middle East,Male,25 to 39,99
2018-06-30,2018,2,Inadequately documented air arrivals,Iran,Middle East,Male,40 and over,27
2018-06-30,2018,2,Inadequately documented air arrivals,Iraq,Middle East,Female,17 and under,13
2018-06-30,2018,2,Inadequately documented air arrivals,Iraq,Middle East,Female,18 to 24,10
2018-06-30,2018,2,Inadequately documented air arrivals,Iraq,Middle East,Female,25 to 39,14
2018-06-30,2018,2,Inadequately documented air arrivals,Iraq,Middle East,Female,40 and over,2
2018-06-30,2018,2,Inadequately documented air arrivals,Iraq,Middle East,Male,17 and under,4
2018-06-30,2018,2,Inadequately documented air arrivals,Iraq,Middle East,Male,25 to 39,5
2018-06-30,2018,2,Inadequately documented air arrivals,Iraq,Middle East,Male,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Israel,Middle East,Male,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,Israel,Middle East,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Italy,EU 14,Male,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,Italy,EU 14,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Jamaica,America Central and South,Male,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Kenya,Africa Sub-Saharan,Male,40 and over,3
2018-06-30,2018,2,Inadequately documented air arrivals,Kosovo,Europe Other,Male,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Kuwait,Middle East,Female,17 and under,2
2018-06-30,2018,2,Inadequately documented air arrivals,Kuwait,Middle East,Female,18 to 24,3
2018-06-30,2018,2,Inadequately documented air arrivals,Kuwait,Middle East,Female,25 to 39,2
2018-06-30,2018,2,Inadequately documented air arrivals,Kuwait,Middle East,Female,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Kuwait,Middle East,Male,17 and under,4
2018-06-30,2018,2,Inadequately documented air arrivals,Kuwait,Middle East,Male,18 to 24,2
2018-06-30,2018,2,Inadequately documented air arrivals,Kuwait,Middle East,Male,25 to 39,3
2018-06-30,2018,2,Inadequately documented air arrivals,Kuwait,Middle East,Male,40 and over,3
2018-06-30,2018,2,Inadequately documented air arrivals,Lebanon,Middle East,Female,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Lebanon,Middle East,Male,17 and under,1
2018-06-30,2018,2,Inadequately documented air arrivals,Lithuania,EU 8,Female,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,Lithuania,EU 8,Male,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,Mali,Africa Sub-Saharan,Male,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,Mali,Africa Sub-Saharan,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Mexico,America Central and South,Female,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,Moldova,Europe Other,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Moldova,Europe Other,Male,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Nigeria,Africa Sub-Saharan,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Nigeria,Africa Sub-Saharan,Male,40 and over,3
2018-06-30,2018,2,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Female,17 and under,1
2018-06-30,2018,2,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Female,18 to 24,3
2018-06-30,2018,2,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Female,25 to 39,2
2018-06-30,2018,2,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Male,17 and under,4
2018-06-30,2018,2,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Male,18 to 24,10
2018-06-30,2018,2,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Male,25 to 39,10
2018-06-30,2018,2,Inadequately documented air arrivals,Occupied Palestinian Territories,Middle East,Male,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Other and unknown,Other,Male,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,Other and unknown,Other,Male,25 to 39,2
2018-06-30,2018,2,Inadequately documented air arrivals,Portugal,EU 14,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Refugee,Other,Male,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,Refugee,Other,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Romania,EU 2,Male,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Russia,Europe Other,Male,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,Russia,Europe Other,Male,25 to 39,4
2018-06-30,2018,2,Inadequately documented air arrivals,Senegal,Africa Sub-Saharan,Female,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Senegal,Africa Sub-Saharan,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,25 to 39,5
2018-06-30,2018,2,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Female,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,17 and under,1
2018-06-30,2018,2,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,18 to 24,2
2018-06-30,2018,2,Inadequately documented air arrivals,Somalia,Africa Sub-Saharan,Male,25 to 39,4
2018-06-30,2018,2,Inadequately documented air arrivals,South Africa,Africa Sub-Saharan,Female,40 and over,1
2018-06-30,2018,2,Inadequately documented air arrivals,South Africa,Africa Sub-Saharan,Male,25 to 39,1
2018-06-30,2018,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Female,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Female,25 to 39,2
2018-06-30,2018,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,17 and under,3
2018-06-30,2018,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,18 to 24,13
2018-06-30,2018,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,25 to 39,18
2018-06-30,2018,2,Inadequately documented air arrivals,Sri Lanka,Asia South,Male,40 and over,6
2018-06-30,2018,2,Inadequately documented air arrivals,Stateless,Other,Female,17 and under,7
2018-06-30,2018,2,Inadequately documented air arrivals,Stateless,Other,Female,18 to 24,1
2018-06-30,2018,2,Inadequately documented air arrivals,Stateless,Other,Female,25 to 39,4
2018-06-30,2018,2,Inadequately documented air arrivals,Stateless,Other,Female,40 and over,3
2018-06-30,2018,2,Inadequately documented air arrivals,Stateless,Other,Male,17 and under,9
